id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
ark://27927/phx3bsznqj2,untitled,Journal of the Royal Anthropological Institute,2017,10.1111/1467-9655.12590,article,,portico,,2017-03-01,1,23,http://doi.org/10.1111/1467-9655.12590,Stephen Reyna,"John Wiley & Sons, Inc.",eng,231,232,,royal anthropological; anthropological institute; royal anthropological institute; haunting images; commensality; public art; eating disorders; schacter; anthropologists; social,31195,40,unigram; bigram; trigram
ark://27927/phwzp36rnm,"Chapter 2. A Sharp and
Piercing Thorn",A Dream of Resistance,2017,,chapter,,portico,,2017-01-01,,,,Stephen Prince,Rutgers University Press,eng,70,122,,kobayashi; kawanishi; war criminals; yokota; prison; yamashita; thickwalled room; camera; camera moves; japanese,24383,53,unigram; bigram; trigram
ark://27927/pjb27jhc6bx,Desiring from a Distance: Cinematic Theatricality and South Korea's Cold War Gaze in Madame Freedom (1956),Acta Koreana,2017,,article,Article,portico,,2017-01-01,2,20,,Han Namhee,Project MUSE,eng,349,376,,cinematic theatricality; madame freedom; south korea; spectator; acta koreana; korean; social dance; dancing; female dancing; ethnocultural gaze,11031,28,unigram; bigram; trigram
http://www.jstor.org/stable/41818608,National Ambiguity in the Portraiture of Sir Henry Wood: A Case Study in Iconographic Method,Music in Art,2010,,article,research-article,jstor,,2010-04-01,1/2,35,http://www.jstor.org/stable/41818608,Holly Mathieson,"Research Center for Music Iconography, The Graduate Center, City University of New York",eng,85,93,,portraiture; henry wood; holly mathieson; sir henry; photograph; promenade concerts; english; conductor; portraits; queens hall,6213,9,unigrams; bigrams; trigrams
ark://27927/phxwn58rw6,5. The Predictable Unpredictable: The Hughes-Depinet Regime (19501952),Slow Fade to Black,2016,,chapter,,portico,,2016-01-01,,,,Richard B. Jewell,University of California Press,eng,107,137,,hughes; predictable unpredictable; howard hughes; pictures; bischoff; studio; rko pictures; production; jerry wald; darryl zanuck,13156,31,unigram; bigram; trigram
ark://27927/phzfjqvpm47,"Introduction: Audiences, Film Studies, and Frank Capra	",Regarding Frank Capra,2005,,chapter,,portico,,2005-01-01,,,,"Smoodin, Eric",Duke University Press,eng,,,,movies; audiences; frank capra; film studies; cinema; viewers; regarding frank capra; regarding frank; reception; hollywood,9369,22,unigram; bigram; trigram
ark://27927/phw8jcdpvb,"Cinema of Disillusionment: Chen Guofu, Cai Mingliang, and Taiwan's Second New Wave",positions: east asia cultures critique,2009,,article,,portico,,2009-10-03,2,17,,Hsiu-Chuang. Deppman,Project MUSE,eng,435,454,,cinema; taiwan cinema; camera; disillusionment; personals; mian zhi; pian mian; zhi yan; new wave; tsai ming,6599,20,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn84020645/1920-01-09/ed-1,"The Montgomery advertiser. [volume] : (Montgomery, Ala.) 1885-1982, issue 1920-01-09","The Montgomery advertiser. [volume] : (Montgomery, Ala.) 1885-1982",1920,,newspaper,,loc-chronam,,1920-01-09,,,https://chroniclingamerica.loc.gov/lccn/sn84020645/1920-01-09/ed-1/,,"Screws, Cory & Glass",eng,1,12,"Montgomery, Ala.",treaty; alabama; montgomery; states; senate; league; ratification; united; authorised capital; per dozen,78877,12,unigrams; bigrams; trigrams
ark://27927/phx57d13hns,Children Without a State: A Global Human Rights Challenge,Contemporary Sociology,2012,10.1177/0094306111430635e,article,,portico,,2012-01-01,1,41,http://doi.org/10.1177/0094306111430635e,Judith Blau,SAGE Publications,eng,64,66,,contemporary sociology; corporate; global; apostolidis; transnational; statelessness; inequality; educational inequality; education; cotton,39830,60,unigram; bigram; trigram
ark://27927/pbf35pq82,Transnational Culture in the Internet Age,Elgar E-Books,2012,10.4337/9780857931344,book,,portico,,2012-07-30,,,http://doi.org/10.4337/9780857931344,Sean A. Pager; Adam  Candeub,Edward Elgar Publishing,eng,,,,internet; digital; printindd; transnational culture; internet age; content; diversity; cultural; mira burri; sean pager,183440,448,unigram; bigram; trigram
ark://27927/phx5wtxppt5,"Look Forward in Anger: Young, Black Males and the New Cinema",The Journal of Men’s Studies,1996,10.1177/106082659600500204,article,,portico,,1996-11-01,2,5,http://doi.org/10.1177/106082659600500204,David Seelow,SAGE Publications,eng,153,178,,doughboy; black male; bishop; young black; images; dennis; manhood; father; singleton; masculinity,12306,26,unigram; bigram; trigram
http://www.jstor.org/stable/44478235,"You Are the Murderers: German Guilt in Peter Lorre's ""Der Verlorene""",Colloquia Germanica,2015,,article,research-article,jstor,,2015-01-01,3,48,http://www.jstor.org/stable/44478235,Laura Detre,Narr Francke Attempto Verlag GmbH Co. KG,eng,171,181,,peter lorre; verlorene; film noir; nazi regime; german; laura detre; german guilt; murderers german; warner bros; neumeister,5469,11,unigrams; bigrams; trigrams
ark://27927/pfdkhzpwr,Book Review: Framing Female Lawyers: Women on Trial in Film,"Law, Culture and the Humanities",2006,10.1177/174387210600200113,article,review-article,portico,,2006-02-01,1,2,http://doi.org/10.1177/174387210600200113,Nina Billone,SAGE Publications,eng,146,148,,female lawyer; adams rib; lawyer films; legally blonde; framing female; feminist; female lawyer films; patriarchy; womens; cynthia lucia,1604,3,unigram; bigram; trigram
https://chroniclingamerica.loc.gov/lccn/sn82014085/1933-04-12/ed-1,"The Waterbury Democrat. [volume] : (Waterbury, Conn.) 1917-1946, issue 1933-04-12","The Waterbury Democrat. [volume] : (Waterbury, Conn.) 1917-1946",1933,,newspaper,,loc-chronam,,1933-04-12,,,https://chroniclingamerica.loc.gov/lccn/sn82014085/1933-04-12/ed-1/,,Waterbury Democrat,eng,1,18,"Waterbury, Conn.",webater judd; catholic; merchant trunt; hartford; indictment; waterbury; wheat bread; william; attorney; church,68967,18,unigrams; bigrams; trigrams
ark://27927/phwgtn8vgp,"The Korean Valentino: Jin Yan (Kim Yŏm), Sino-Korean Unity, and Shanghai Films of the 1930s",Korean Studies,2014,,article,,portico,,2014-07-17,null,37,, -- Chung; Hye Seung,Project MUSE,eng,150,170,,korean; hye seung; seung chung; japanese; shanghai; korean valentino; chinese; hye seung chung; cinema; kim yŏm,7790,21,unigram; bigram; trigram
ark://27927/phw56cw5mx,Archives Notes,The Canadian Historical Review,2016,,article,article,portico,,2016-04-06,3,59,,,Project MUSE,eng,420,422,,archives; records; add mss; british columbia; winnipeg; toronto; manitoba; accessions; archives notes; canadian,1175,4,unigram; bigram; trigram
ark://27927/pbd80xvwm8,"3. Orson Welles at Large
",What Ever Happened to Orson Welles?,2006,,chapter,,portico,,2006-01-01,,,,Joseph McBride,The University Press of Kentucky,eng,81,135,,welles; orson welles; hollywood; mcbchap03 indd; communist; macbeth; communist party; red channels; ever happened; blacklist,23101,56,unigram; bigram; trigram
ark://27927/pbd865sxbw,Introduction: Mapping the FieldFeature Filmmaking in Africa,Dictionary of African Filmmakers,2008,,chapter,,portico,,2008-01-01,,,,Roy Armes,Indiana University Press,eng,1,14,,african; lmmakers; lmmaking; cinema; egyptian; french; african filmmakers; feature; egyptian cinema; morocco,7499,14,unigram; bigram; trigram
ark://27927/phz6x2rq2vk,untitled,Howard Journal of Crime and Justice,2019,10.1111/hojo.12312,article,,portico,,2019-03-01,1,58,http://doi.org/10.1111/hojo.12312,R. Fernando,"John Wiley & Sons, Inc.",eng,134,136,,desistance; graffiti; howard; howard league; prisons; wiley sons; probation; sentencing; juvenile justice; justice,8339,14,unigram; bigram; trigram
http://www.jstor.org/stable/10.5699/modelangrevi.112.2.0397,A Network of Affinities: Helena Lumbreras's Collective Films and Social Struggle in Spain,The Modern Language Review,2017,,article,research-article,jstor,,2017-04-01,2,112,http://www.jstor.org/stable/10.5699/modelangrevi.112.2.0397,Miguel Fernández Labayen; Xose Prieto Souto,Modern Humanities Research Association,en,397,412,,lumbreras; cinema; cuarto poder; helena lumbreras; gómez viñas; colectivo; prieto souto; mariano lisa; spagna; campo para,7799,16,unigrams; bigrams; trigrams
ark://27927/phx7jqr8v6f,VISUAL ANTHROPOLOGY,American Anthropologist,2007,10.1525/aa.2007.109.3.541,article,,portico,,2007-09-01,3,109,http://doi.org/10.1525/aa.2007.109.3.541,JOANNA COHAN SCHERER,"John Wiley & Sons, Inc.",eng,541,542,,kainai; gardner; dead birds; photos; filmmaker; resources watertown; stan brakhage; basketry; documentary educational; shanks,6509,8,unigram; bigram; trigram
http://www.jstor.org/stable/41552417,Women of Early Cinema,Framework: The Journal of Cinema and Media,2004,,article,book-review,jstor,,2004-10-01,2,45,http://www.jstor.org/stable/41552417,Matthew Solomon; Jennifer M. Bean; Diane Negra,Wayne State University Press,eng,109,112,,cinema; early cinema; film history; feminist reader; cinematic; feminist historiography; jennifer bean; matthew solomon; film pioneers; cinema media,1587,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41806939,The Contributors,Columbia: A Journal of Literature and Art,1984,,article,misc,jstor,,1984-04-01,9,,http://www.jstor.org/stable/41806939,,Columbia: A Journal of Literature and Art,eng,127,131,,review; poetry; short stories; iowa writers; virginia quarterly; published poems; scuba duba; lance writer; quarterly review; contributors,1153,5,unigrams; bigrams; trigrams
ark://27927/pgg32f8pqwm,Made in heaven – produced on earth: creative leadership as art of projection,Journal of Business Strategy,2011,10.1108/02756661111150936,article,e-conceptual-paper,portico,,2011-01-01,4,32,http://doi.org/10.1108/02756661111150936,Jamie Anderson; Jörg Reckhenrich; Martin Kupp,Emerald Group Publishing,eng,12,24,,jeff koons; series; banality; leadership projection; artworks; business; readymade; koons started; warhol; sculpture,8064,13,unigram; bigram; trigram
ark://27927/pgh12t2n9dp,Militant Lactivism? Attachment Parenting and Intensive Motherhood in the U.K. and France by Charlotte Faircloth.,American Anthropologist,2014,10.1111/aman.12136_5,article,,portico,,2014-09-01,3,116,http://doi.org/10.1111/aman.12136_5,Adrienne Pine,"John Wiley & Sons, Inc.",eng,677,678,,jazz cosmopolitanism; ethnography; tibetan; ethnographic; condry; tibetan buddhist; multilingualism; kockelman; american anthropologist; conquergood,26665,34,unigram; bigram; trigram
ark://27927/phw7s4f700,"Why Write?: Feminism, publishing and the politics of communication",new formations: a journal of culture/theory/politics,2014,,article,,portico,,2014-12-24,1,83,,Sarah Kember,Project MUSE,eng,99,116,,access; publishing; janneke adema; writing; feminist; humanities; digital; mourik broekman; academic; new formations,9554,18,unigram; bigram; trigram
ark://27927/phzmr5wpj41,Tóta Tánon Ohkwá:ri: A Community-Driven Production and the Renormalization of the Kanien'kéha Language,Canadian Journal of Film Studies,2020,,article,,portico,,2020-09-04,1,29,,Marion Konwanénhon Delaronde,Project MUSE,eng,52,68,,language; renormalization; delaronde; puppets; mohawk; community; production; children; longhouse; driven production,8051,17,unigram; bigram; trigram
ark://27927/pgknn30q02,"Emiliano Zapata and the Old Regime: Myth, Memory, and Method",Mexican Studies/Estudios Mexicanos,2009,10.1525/msem.2009.25.2.327,article,research-article,portico,,2009-08-01,2,25,http://doi.org/10.1525/msem.2009.25.2.327, Jr.; William Schell,University of California Press,eng,327,365,,zapata; emiliano zapata; mexican; estudios mexicanos; womack; steinbeck; history; viva zapata; revolution; womack zapata,17981,39,unigram; bigram; trigram
ark://27927/pjbcmvd4hnt,Herculean Unproductivity in Pasolini's La ricotta and Teorema,Cultural Politics,2022,,article,Article,portico,,2022-08-28,2,18,,Juan C. Velásquez,Project MUSE,eng,208,226,,pasolini; ricotta; tableau vivant; belvedere torso; lyotard; immobility; dissensual action; unproductive; arendt; workers,12930,19,unigram; bigram; trigram
ark://27927/pjcdp86mcq,Notes,The Empire of Effects,2022,,chapter,,portico,,2022-01-01,,,,"Turnock, Julie A.",University of Texas Press,eng,,,,hollywood; hollywood reporter; digital; star wars; turnock; turnock plastic; rhythm hues; effects; carl diorio; american cinematographer,30653,44,unigram; bigram; trigram
ark://27927/pjb1b8jr6n4,EMERGING FILMMAKER,The Films of Fred Schepisi,2021,,chapter,,portico,,2021-11-15,,,,Brian McFarlane,University Press of Mississippi,eng,10,27,,emerging filmmaker; australian film; priest; libido; devil’s playground; francine; dignam; brothers; arthur dignam; seminary,6808,18,unigram; bigram; trigram
ark://27927/phzmz695g2q,"Housing costs, self‐employment, and fertility","Population, Space and Place",2021,10.1002/psp.2413,article,,portico,,2021-04-01,3,27,http://doi.org/10.1002/psp.2413,Richard Florida; Charlotta Mellander; Karen King,"John Wiley & Sons, Inc.",eng,n/a,n/a,,housing costs; fertility; employment; first child; regional housing; children; childbirth; college graduates; sweden; assortative mating,9743,15,unigram; bigram; trigram
ark://27927/phx2p0mbbft,On the Archival Trail of the CIO and Hollywood's Labor Wars,California History,1996,10.2307/25177556,article,,portico,,1996-04-01,1,75,http://doi.org/10.2307/25177556,Sarah Cooper,University of California Press,eng,34,39,,california; hollywood; southern california; angeles; reagan; california cio; workers; strike; organizing; daugherty,3006,6,unigram; bigram; trigram
http://www.jstor.org/stable/community.28040132,Los Angeles Free Press,,1975,,newspaper,,reveal,Independent Voices; Campus Underground,1975-03-07,555,12,http://www.jstor.org/stable/community.28040132,LINDA SISKIND; JEFFREY KAYE; JEFF STERNBERG; RICHARD BOYLE; MARK DAY; DAVID EDWARDS; TOM THOMPSON; TOM ROBISCHON; TREESA DRURY; JEANNE CORDOVA; DAVID EDWARDS; TOM THOMPSON; Rod Krueger; M. Perlmutter; Tom Bradley; ORSON BEAN; CHARLES MC CABE; RALPH NADER; Bozo Leach; Lanny Waggoner; LEE UNDERWOOD; CHARLES BUKOWSKI; ROGER GENTRY; JIM GENTRY; ARTHUR STICKGOLD; RUTH BATCHELOR; Lawrence Calvin Riley I; D. D.; Jan Ridolphi Geller; Marilyn Ferguson; Ed Cray; TRISTINE RAINER; MICHAEL C FORD; Kenneth Koch; Todd Everett; CHARLES FABER; JACOBA ATLAS; JACOBA ATLAS,,,,,"Los Angeles, CA",school; students; santa monica; high swas; khmer serei; students grades; angeles; alternative school; alternative; aerospace,74566,48,unigrams; bigrams; trigrams; fullText
ark://27927/pbq53pb8j,Afro-Asian Cultural Production and the Rise of the Global Culture,Beyond The Chinese Connection,2013,10.2307/j.ctt24hw1g.5,chapter,,portico,,2013-06-01,,,https://doi.org/10.2307/j.ctt24hw1g.5,CRYSTAL S. ANDERSON,University Press of Mississippi,eng,11,39,,tang lung; asian cultural; afro asian cultural; cultural production; global culture; asian cultural production; martial arts; chinese; transnational; african,12135,29,unigram; bigram; trigram
ark://27927/pbq5cnmdp,"Oscar Micheaux, The Exile, and the Black Western Race Film",Hoo-Doo Cowboys and Bronze Buckaroos,2014,10.2307/j.ctt2tvngb.9,chapter,,portico,,2014-02-01,,,https://doi.org/10.2307/j.ctt2tvngb.9,Michael K. Johnson,University Press of Mississippi,eng,127,153,,micheaux; oscar micheaux; driscoll; south dakota; baptiste; race film; micheaux the exile; van allen; western race; black western,12182,27,unigram; bigram; trigram
ark://27927/phzfjx2pmzn,Notes	,How the Other Half Looks,2018,,chapter,,portico,,2018-01-01,,,,Sara Blair,Princeton University Press,eng,,,,photography; naomi rosenblum; paul strand; american; university; walker evans; jewish; jacob riis; lower east; visual,14186,26,unigram; bigram; trigram
